Species 1,Species 2,Uncorr_pdist
CE27023,AF534865,0.15830721
CE28107,AF534865,0.009478673
CE28149,AF534865,0.0109717868
CE28151,AF534865,0.1614420063
CE29879,AF534865,0.1558872305
CE29883,AF534865,0.1598746082
CE29889,AF534865,0.1598746082
CE30034,AF534865,0.1551724138
CE30063,AF534865,0.1551724138
CE30066,AF534865,0.1543307087
CE30067,AF534865,0.1551724138
CE30677,AF534865,0.0172413793
CE30683,AF534865,0.159223301
CE30737,AF534865,0.1595197256
CE31878,AF534865,0.1598746082
CE31879,AF534865,0.1598746082
CE31880,AF534865,0.1598746082
CE32707,AF534865,0.1551724138
CE32780,AF534865,0.0188087774
CE32781,AF534865,0.0188087774
CE38690,AF534865,0.1622047244
CE39081,AF534865,0.1598746082
CE286,AF534865,0.1571969697
MG421743,AF534865,0.1523178808
MG423275,AF534865,0.15640599
LN810295,AF534865,0.1630094044
LN810296,AF534865,0.1598746082
LN999111,AF534865,0.1614420063
LN999149,AF534865,0.1614420063
LN999166,AF534865,0.16
LN999170,AF534865,0.1616481775
LN999172,AF534865,0.1630094044
LN999174,AF534865,0.1630094044
LN999214,AF534865,0.1614420063
LN999223,AF534865,0.1630094044
LN999270,AF534865,0.1630094044
